-1.003364442233114717e+00,2.964807759467458226e-01,0.000000000000000000e+00,4.208236474720400595e-05
-1.003387943316955022e+00,2.964458671444024640e-01,2.162587783973264992e-08,4.208236474720400595e-05
-1.003411444400795327e+00,2.964109583420591054e-01,2.162587783968895824e-08,4.208236474737405628e-05
-1.003434945484635854e+00,2.963760495397156913e-01,2.162587783968895824e-08,4.208236474720400595e-05
-1.003458446568476159e+00,2.963411407373723327e-01,2.162587783973264992e-08,4.208236474720400595e-05
-1.003481947652316464e+00,2.963062319350289742e-01,0.000000000000000000e+00,4.208236474720400595e-05
-1.003505448736156769e+00,2.962713231326856156e-01,2.162587783973264992e-08,4.208236474720400595e-05
-1.003528949819997074e+00,2.962364143303422570e-01,2.162587783968895824e-08,4.208236474737405628e-05
-1.003552450903837601e+00,2.962015055279988429e-01,2.162587783968895824e-08,4.208236474720400595e-05
-1.003575951987677906e+00,2.961665967256554843e-01,6.706350841946356667e+00,4.208236474720400595e-05
-1.003599453071518210e+00,2.961316879233121258e-01,3.265355685085319593e+00,2.193869506169531186e-04
-1.003721848237032477e+00,2.959496163506827315e-01,1.484438557557892890e+00,2.194415746054002500e-04
-1.003844207920806753e+00,2.957674551241498695e-01,1.649452050996504937e+00,2.194962160567795234e-04
-1.003966532104993314e+00,2.955852042453417372e-01,1.648508779586634665e+00,2.195508749377554354e-04
-1.004088820771742885e+00,2.954028637159179516e-01,1.647565730261151717e+00,2.196055512242137033e-04
-1.004211073903209961e+00,2.952204335375619992e-01,1.646622898254303191e+00,2.196602448877268716e-04
-1.004333291481550150e+00,2.950379137119846229e-01,1.645680280808581086e+00,2.197149559034560309e-04
-1.004455473488923500e+00,2.948553042409217118e-01,1.644737889943704845e+00,2.197696842444776767e-04
-1.004577619907491615e+00,2.946726051261348567e-01,1.643795721513305885e+00,2.198244298779099899e-04
-1.004699730719414763e+00,2.944898163694165683e-01,3.434753220059304724e+00,2.198791927872373190e-04
-1.004821805906862764e+00,2.943069379725778423e-01,1.671223110697541259e+00,1.146162331077952646e-03
-1.005457045404004823e+00,2.933529155040516812e-01,1.319935149453792089e+00,1.147389722508415470e-03
-1.006091153955415596e+00,2.923966678790372864e-01,1.647688124196356352e+00,1.148618822995818968e-03
-1.006724129906757303e+00,2.914381968854420912e-01,1.642693573064107238e+00,1.149849609814977041e-03
-1.007355971607236000e+00,2.904775043275819590e-01,1.637707290509602620e+00,1.151082060232928124e-03
-1.007986677409617116e+00,2.895145920261583683e-01,1.632729413939859153e+00,1.152316151533888102e-03
-1.008616245670263645e+00,2.885494618182214421e-01,1.627760079875192556e+00,1.153551860941502824e-03
-1.009244674749117499e+00,2.875821155571894883e-01,1.622799422023513349e+00,1.154789165697702553e-03
-1.009871963009736584e+00,2.866125551128115845e-01,1.617847572217879781e+00,1.156028042952596258e-03
-1.010498108819262830e+00,2.856407823712173721e-01,3.303689065261952162e+00,1.157268469984426519e-03
-1.011123110548513226e+00,2.846667992347852727e-01,1.597890060365354525e+00,6.047642223306705367e-03
