0.000000000000000000e+00,0.000000000000000000e+00
-1.155993096957909222e-01,1.299398366893494139e-01
-2.820870838512157808e-01,8.603435625813729559e-02
6.071485555041782056e-02,1.535142157279240915e-01
-5.309138641325391594e-01,1.650769388494079948e-01
6.781821347194644245e-02,1.267310794698011944e-01
-4.910760006100451380e-01,1.409284567452230297e-01
1.086214030453106216e-01,1.446309681408941006e-01
-5.493985494317172869e-01,1.902697290626156612e-01
1.100892662315880108e-02,1.072338021467013486e-01
-3.923943489936223550e-01,1.024796116086126307e-01
1.309467097126433277e-01,1.647693545036551799e-01
-5.846863650303393278e-01,2.387839691506416506e-01
-1.086419651708084022e-01,7.037598466317013246e-02
-1.329204049893230877e-01,1.130875250875658933e-01
-2.118571802654724834e-01,9.352108061557112828e-02
-4.634270250038291517e-02,1.262277900951486731e-01
-3.661669697201150320e-01,9.274000267935279818e-02
1.302190547985134228e-01,1.679471158715623302e-01
-5.876633083143740777e-01,2.432877451861987506e-01
-1.203260873965050493e-01,6.718785336213164983e-02
-1.073984748681262591e-01,1.185021895619276511e-01
-2.632346226575260628e-01,8.877299116049906791e-02
3.195299695833682396e-02,1.457958658850429523e-01
-4.942801491409347658e-01,1.370064427011350450e-01
1.190700996040120890e-01,1.476825824095256978e-01
-5.593570246935068990e-01,2.028355789883025673e-01
-1.862530268620921081e-02,9.743786188263359183e-02
-3.318760668637913414e-01,9.468089171282977057e-02
9.393422725289884978e-02,1.591972828430558706e-01
-5.606002213851162264e-01,1.987074202523649857e-01
-7.687095488559574433e-03,1.004732968726198550e-01
-3.534794286485848924e-01,9.652938404396874117e-02
1.105328770195892624e-01,1.624320232435196021e-01
-5.732632223995025589e-01,2.174447344702343243e-01
-5.376517518319778866e-02,8.601596231763884715e-02
-2.544167975417867544e-01,9.560695587549265795e-02
4.057758620600283687e-03,1.374892872849274861e-01
-4.507224797452688003e-01,1.148568742561053846e-01
1.449772314522555783e-01,1.620993270725840096e-01
-5.871961326337872267e-01,2.467387299566324854e-01
-1.297388380576471600e-01,6.497843518880586089e-02
-8.792851666537367106e-02,1.228960490128483407e-01
-3.022106417299892378e-01,8.763094671164724236e-02
7.932339920986691828e-02,1.576536969538933075e-01
-5.497928337302100399e-01,1.847127016120245213e-01
2.513471154526442444e-02,1.114231459588876233e-01
-4.180360834115427471e-01,1.088919016867423151e-01
1.363936122047187116e-01,1.633666200624794285e-01
-5.853268237954855069e-01,2.412900952202554905e-01
-1.152966739209362185e-01,6.866191325720885641e-02
-1.186290220420563035e-01,1.160463451753829950e-01
-2.405505944278252262e-01,9.046320291209625220e-02
-5.283717701909732001e-04,1.375490294920937162e-01
-4.459784028647860721e-01,1.127503289521719632e-01
1.466322295871794468e-01,1.633088263589233258e-01
-5.889501238239107650e-01,2.501557040117072805e-01
-1.387371836822365034e-01,6.268513579309792361e-02
-6.902103896009964545e-02,1.274175935369590007e-01
-3.394982918789537507e-01,8.898574806627569667e-02
1.141415703663613834e-01,1.655355586449383798e-01
-5.785192669023436762e-01,2.253489968895434070e-01
-7.372021061391494101e-02,8.004604995807595991e-02
-2.098932125489139100e-01,1.001642537181715725e-01
-6.655520455538629920e-02,1.203958813279488171e-01
-3.250594143821687321e-01,8.924635971759048436e-02
9.943946715028165184e-02,1.620314302656500616e-01
-5.672336635284144224e-01,2.074286788218596689e-01
-2.875710824900953866e-02,9.367129958527029010e-02
-3.089314133033815302e-01,9.391670403542412560e-02
7.190628194581330512e-02,1.542076148991876616e-01
-5.398754583118695605e-01,1.743697669592369492e-01
4.800841576527929699e-02,1.195302455829000132e-01
-4.590400919778617195e-01,1.238604292724392042e-01
1.301953989043354853e-01,1.558986818769983740e-01
-5.747355711036761239e-01,2.242112930998901854e-01
-7.139372309623744084e-02,8.107255549542491391e-02
-2.159954879681346140e-01,9.935166503956149864e-02
-5.604327748954290866e-02,1.228517897025622752e-01
-3.452709545614798814e-01,9.058349142518588859e-02
1.160756250076593610e-01,1.654961626842323397e-01
-5.793286556599248627e-01,2.269665522614020825e-01
-7.788242191214567178e-02,7.885422863504727709e-02
-2.006519387230174534e-01,1.014058047423755660e-01
-8.268285222519493327e-02,1.167321591213253684e-01
-2.934604027437262008e-01,8.872711921239523347e-02
6.718126537307071711e-02,1.544170496110926216e-01
-5.369406306571465892e-01,1.710374513460343748e-01
5.527927992002980989e-02,1.221171278522927006e-01
-4.711201701601173131e-01,1.296639285548121800e-01
1.240447057048693902e-01,1.522681608452173541e-01
-5.676185000842040029e-01,2.135712259236080546e-01
-4.472710659935896782e-02,8.913001798107972329e-02
-2.752833785088363849e-01,9.435196719756465400e-02
3.271475970601857297e-02,1.446575263085647933e-01
-4.928576821109552641e-01,1.363871364902385364e-01
1.198198430997715891e-01,1.481101481111111173e-01
-5.603034184016179031e-01,2.040526494360790921e-01
-2.155005167947012662e-02,9.649185887936984063e-02
-3.256620582207167547e-01,9.435382077141112045e-02
